feature,top10_mean_abs_corr,max_abs_corr_other_feat,cluster_size_thr_0.8,cluster_size_thr_0.5,industry_score
Feature_43,0.976489948630333,0.9984682440757752,13,15,0.6898939691781998
Feature_46,0.9749555158615111,0.9942895531654358,13,15,0.6889733095169066
Feature_552,0.9040460139513016,0.9946096897125244,18,106,0.686427608370781
Feature_309,0.9036313658952713,0.9946096897125244,18,106,0.6861788195371628
Feature_5,0.9700688368082047,0.9913389384746552,13,15,0.6860413020849228
Feature_306,0.9011790472269059,0.994065934419632,18,102,0.6847074283361435
Feature_548,0.90089497089386,0.994065934419632,18,102,0.684536982536316
Feature_47,0.966094234585762,0.9913389384746552,13,15,0.6836565407514572
Feature_738,0.8573562455177306,0.9396508455276489,21,120,0.6824137473106384
Feature_241,0.9063378268480301,0.9468797028064728,17,35,0.679802696108818
Feature_6,0.9592200940847396,0.9875312328338623,13,15,0.6795320564508437
Feature_741,0.8767607384920121,0.944845175743103,19,149,0.6780564430952073
Feature_167,0.9290903937816619,0.9838995456695556,15,34,0.6774542362689971
Feature_169,0.928506252169609,0.9778386950492859,15,34,0.6771037513017654
Feature_170,0.9284205543994902,0.9838995456695556,15,34,0.6770523326396941
Feature_48,0.9533578884601595,0.9875312328338623,13,15,0.6760147330760956
Feature_171,0.9255554699897767,0.9880614876747131,15,34,0.675333281993866
Feature_165,0.9227439504861831,0.9880614876747131,15,34,0.6736463702917098
Feature_554,0.9047335243225098,0.9942286372184753,16,104,0.6708401145935058
Feature_310,0.9040122699737548,0.9942286372184753,16,102,0.6704073619842529
Feature_551,0.9033826833963394,0.9941437363624572,16,100,0.6700296100378036
Feature_308,0.9031139475107193,0.9941437363624572,16,100,0.6698683685064315
Feature_307,0.9029411435127258,0.9942561149597168,16,101,0.6697646861076355
Feature_549,0.9024934619665146,0.9942561149597168,16,101,0.6694960771799088
Feature_7,0.9423724573850631,0.9840688169002533,13,15,0.6694234744310379
Feature_906,0.9670671314001084,0.9968676030635834,11,21,0.668240278840065
Feature_907,0.9668331426382064,0.9968676030635834,11,21,0.6680998855829238
Feature_902,0.9664813745021821,0.9934017121791839,11,21,0.6678888247013092
Feature_896,0.9662687397003176,0.99584059715271,11,21,0.6677612438201905
Feature_900,0.9650954860448836,0.9934017121791839,11,21,0.6670572916269301
Feature_908,0.9642809808254242,0.9901448845863342,11,21,0.6665685884952545
Feature_239,0.9095273864269255,0.9615801632404327,15,35,0.6657164318561553
Feature_895,0.8404876434803008,0.8436847150325775,20,32,0.6642925860881805
Feature_49,0.933602112531662,0.9840688169002533,13,15,0.6641612675189972
Feature_721,0.8915524250268936,0.927915894985199,16,145,0.6629314550161362
Feature_901,0.9568780422210693,0.993234646320343,11,21,0.6621268253326416
Feature_899,0.9560061913728714,0.993234646320343,11,21,0.6616037148237227
Feature_910,0.9531568318605423,0.9826363146305084,11,21,0.6598940991163253
Feature_166,0.9262966829538346,0.9755267083644867,13,34,0.6597780097723007
Feature_731,0.8725417298078538,0.9246363818645478,17,144,0.6595250378847123
Feature_744,0.8849721705913544,0.9470538079738617,16,142,0.6589833023548126
Feature_558,0.8773800396919251,0.994508171081543,16,109,0.6544280238151551
Feature_320,0.8768595647811889,0.994508171081543,16,110,0.6541157388687133
Feature_243,0.9014756470918656,0.9615801632404327,14,35,0.6528853882551193
Feature_771,0.8964450705051423,0.9476493537425995,14,130,0.6498670423030853
Feature_559,0.896335136294365,0.9942312359809875,14,107,0.649801081776619
Feature_321,0.8960333329439163,0.9942312359809875,14,107,0.6496199997663498
Feature_546,0.8957495516538622,0.9946136355400086,14,101,0.6494497309923173
Feature_305,0.8957475018501281,0.9946136355400086,14,101,0.6494485011100768
Feature_785,0.8904720360040665,0.9476493537425995,14,126,0.6462832216024399
Feature_113,0.9162582319974899,0.9464039742946625,12,22,0.6457549391984939
Feature_556,0.9019329160451889,0.934560912847519,13,108,0.6451597496271133
Feature_117,0.9283706748485565,0.9715960800647736,11,12,0.6450224049091339
Feature_477,0.8722470772266387,0.9421712517738342,15,37,0.6433482463359832
Feature_735,0.8587801986932755,0.8884696543216706,16,126,0.6432681192159653
Feature_123,0.9250321388244629,0.9715960800647736,11,11,0.6430192832946777
Feature_475,0.883483608365059,0.9208501040935516,14,35,0.6420901650190354
Feature_119,0.9232059478759765,0.9505940616130829,11,12,0.6419235687255859
Feature_734,0.842561439871788,0.8814600110054016,17,111,0.6415368639230727
Feature_303,0.8825220119953157,0.994612592458725,14,97,0.6415132071971894
Feature_769,0.882457577586174,0.9495080411434174,14,129,0.6414745465517044
Feature_122,0.9214499652385711,0.9505940616130829,11,12,0.6408699791431426
Feature_118,0.9184580463171004,0.9479706823825836,11,12,0.6390748277902601
Feature_121,0.917406868338585,0.9439715385437012,11,12,0.638444121003151
Feature_304,0.8903489947319031,0.9946415781974792,13,102,0.6382093968391418
Feature_111,0.9168999135494232,0.9686731040477753,11,24,0.6381399481296539
Feature_545,0.8901823472976685,0.9946415781974792,13,102,0.6381094083786011
Feature_478,0.8885378423333169,0.9396711766719819,13,37,0.63712270539999
Feature_411,0.914999765753746,0.9594663977622986,11,11,0.6369998594522476
Feature_185,0.9147988843917846,0.9584695518016815,11,14,0.6368793306350707
Feature_317,0.8744471603631971,0.9948864042758941,14,122,0.6366682962179182
Feature_547,0.8736286532878876,0.9948864042758941,14,122,0.6361771919727326
Feature_918,0.900239446759224,0.9917972445487976,12,23,0.6361436680555344
Feature_915,0.8999151134490967,0.9917972445487976,12,23,0.635949068069458
Feature_599,0.8862104737758637,0.9418718874454498,13,106,0.6357262842655181
Feature_120,0.9118206417560577,0.9378465175628662,11,12,0.6350923850536345
Feature_242,0.8841009324789046,0.9484802544116974,13,33,0.6344605594873427
Feature_115,0.9103520995378493,0.9676997482776641,11,25,0.6342112597227095
Feature_560,0.9094380921125411,0.9942811489105224,11,102,0.6336628552675246
Feature_322,0.9093379336595534,0.9942811489105224,11,101,0.633602760195732
Feature_543,0.8825531160831451,0.994612592458725,13,98,0.6335318696498871
Feature_137,0.9089494067430495,0.9490597963333129,11,13,0.6333696440458296
Feature_289,0.9218416059017182,0.9730767607688904,10,12,0.6331049635410309
Feature_722,0.8809515315294266,0.9364592254161834,13,125,0.6325709189176559
Feature_746,0.8676017808914184,0.949013763666153,14,153,0.632561068534851
Feature_406,0.880880672931671,0.9513378739356995,13,23,0.6325284037590025
Feature_316,0.8928443497419357,0.995061320066452,12,123,0.6317066098451614
Feature_544,0.8920526838302612,0.995061320066452,12,123,0.6312316102981567
Feature_919,0.9051364862918854,0.9168206453323364,11,26,0.6310818917751312
Feature_410,0.9051270765066146,0.9272177815437317,11,12,0.6310762459039687
Feature_681,0.8763981264829637,0.975025224685669,13,116,0.6298388758897782
Feature_319,0.8749909085035326,0.9943415760993958,13,121,0.6289945451021195
Feature_553,0.8747522902488709,0.9943415760993958,13,120,0.6288513741493225
Feature_114,0.901170198917389,0.9686731040477753,11,22,0.6287021193504334
Feature_110,0.887446287870407,0.9460643351078033,12,22,0.6284677727222442
Feature_168,0.9137875586748123,0.9559230446815491,10,34,0.6282725352048875
Feature_201,0.9269154345989227,0.9731757402420044,9,20,0.6281492607593535
Feature_172,0.9128649753332139,0.9481800138950348,10,34,0.6277189851999283
Feature_199,0.9258752071857451,0.9769680619239807,9,19,0.627525124311447
Feature_733,0.8458240562677384,0.8692500472068787,15,123,0.627494433760643
Feature_202,0.9250370186567306,0.9769680619239807,9,19,0.6270222111940383
Feature_265,0.8980646860599517,0.9452975213527679,11,17,0.626838811635971
Feature_203,0.9242693197727204,0.9803193807601929,9,19,0.6265615918636321
Feature_786,0.8837631404399874,0.9446831226348877,12,118,0.6262578842639924
Feature_318,0.870342913866043,0.9944905579090119,13,125,0.6262057483196257
Feature_550,0.8695753532648087,0.9944905579090119,13,125,0.6257452119588852
Feature_198,0.9228030329942702,0.9731757402420044,9,19,0.6256818197965621
Feature_287,0.9227573263645172,0.9827686250209808,9,12,0.6256543958187103
Feature_286,0.909420879483223,0.9730767607688904,10,12,0.6256525276899338
Feature_197,0.9223145800828935,0.9803193807601929,9,19,0.625388748049736
Feature_679,0.8815245687961578,0.975025224685669,12,111,0.6249147412776946
Feature_725,0.8814392095804214,0.9489594638347626,12,124,0.6248635257482528
Feature_767,0.8671622306108475,0.9191695749759674,13,114,0.6242973383665085
Feature_182,0.8937684518098831,0.9584695518016815,11,14,0.6242610710859298
Feature_217,0.9199437725543976,0.9847440004348755,9,12,0.6239662635326385
Feature_26,0.8529761946201324,0.8946616470813751,14,143,0.6237857167720794
Feature_13,0.8790423786640167,0.9470404803752899,12,101,0.62342542719841
Feature_183,0.9052689003944396,0.9684500455856323,10,14,0.6231613402366638
Feature_215,0.9184883296489715,0.989847469329834,9,12,0.6230929977893829
Feature_754,0.8651473373174667,0.9392764627933502,13,92,0.62308840239048
Feature_291,0.9179251164197921,0.9827686250209808,9,12,0.6227550698518752
Feature_135,0.904429750442505,0.9662908911705017,10,13,0.6226578502655029
Feature_557,0.8907778900861741,0.9945553600788116,11,106,0.6224667340517044
Feature_311,0.8905206030607223,0.9945553600788116,11,106,0.6223123618364333
Feature_290,0.916066734790802,0.9817059934139252,9,12,0.6216400408744811
Feature_271,0.9292283415794372,0.9920938670635223,8,23,0.6215370049476623
Feature_124,0.8890167361497878,0.9272177815437317,11,12,0.6214100416898727
Feature_625,0.8755980664491652,0.9730773806571961,12,135,0.621358839869499
Feature_273,0.9282097667455673,0.988655173778534,8,23,0.6209258600473404
Feature_218,0.9144780987501144,0.9896652102470398,9,12,0.6206868592500686
Feature_275,0.9277802771329879,0.9920938670635223,8,23,0.6206681662797928
Feature_219,0.9140693670511245,0.9912274241447449,9,12,0.6204416202306746
Feature_274,0.926508795619011,0.9918821156024933,8,23,0.6199052773714067
Feature_420,0.8730010449886322,0.9495451092720032,12,13,0.6198006269931793
Feature_408,0.8729965406656266,0.9259335160255432,12,22,0.6197979243993759
Feature_595,0.8728300803899766,0.9440988659858703,12,126,0.6196980482339859
Feature_214,0.9126194334030151,0.9847440004348755,9,12,0.619571660041809
Feature_109,0.8992841744422911,0.9713988721370697,10,28,0.6195705046653748
Feature_269,0.9258232086896895,0.991872501373291,8,23,0.6194939252138136
Feature_204,0.912330687046051,0.9502519071102142,9,20,0.6193984122276306
Feature_200,0.9116051632165909,0.9558478236198426,9,19,0.6189630979299545
Feature_285,0.9115727841854095,0.9812244176864624,9,12,0.6189436705112457
Feature_772,0.884480727314949,0.9459526658058166,11,119,0.6186884363889693
Feature_270,0.9241489845514298,0.988655173778534,8,23,0.618489390730858
Feature_740,0.8572494608163833,0.9392764627933502,13,101,0.61834967648983
Feature_407,0.89673585832119,0.9713988721370697,10,28,0.6180415149927139
Feature_292,0.8966301822662353,0.9364999055862426,10,12,0.6179781093597412
Feature_116,0.8697587835788727,0.9513378739356995,12,23,0.6178552701473236
Feature_237,0.8825855153799056,0.9507153451442718,11,36,0.6175513092279433
Feature_542,0.8820408779382707,0.995066112279892,11,102,0.6172245267629624
Feature_140,0.8683538752794264,0.9495451092720032,12,13,0.6170123251676558
Feature_302,0.8816796565055846,0.995066112279892,11,102,0.6170077939033507
Feature_238,0.8682562911510467,0.9302093803882598,12,33,0.616953774690628
Feature_186,0.8948473173379897,0.9684500455856323,10,14,0.6169083904027939
Feature_213,0.9078147310018538,0.9912274241447449,9,12,0.6166888386011122
Feature_447,0.881054092645645,0.9407494246959687,11,14,0.616632455587387
Feature_783,0.8671914035081864,0.9495080411434174,12,122,0.6163148421049117
Feature_623,0.8803741627931595,0.9730773806571961,11,131,0.6162244976758956
Feature_479,0.8533433616161347,0.8972756087779998,13,33,0.6160060169696807
Feature_760,0.8665540909767151,0.949013763666153,12,131,0.615932454586029
Feature_153,0.9049689084291458,0.9751270353794098,9,11,0.6149813450574874
Feature_220,0.9045299589633942,0.9544196128845215,9,12,0.6147179753780364
Feature_276,0.9177675628662108,0.9755950093269348,8,23,0.6146605377197265
Feature_540,0.877396252155304,0.9946024894714356,11,101,0.6144377512931823
Feature_244,0.8639817774295807,0.9421712517738342,12,34,0.6143890664577484
Feature_526,0.8900928658246994,0.9881670534610748,10,99,0.6140557194948195
Feature_301,0.8766607046127319,0.9946024894714356,11,101,0.6139964227676391
Feature_272,0.9159968358278274,0.9765098392963409,8,23,0.6135981014966965
Feature_1081,0.9154706448316574,0.9721069693565368,8,23,0.6132823868989945
Feature_1085,0.9019810992479325,0.9404520273208619,9,21,0.6131886595487595
Feature_151,0.9016819506883621,0.984362256526947,9,11,0.6130091704130172
Feature_886,0.848099518418312,0.8692475438117981,13,38,0.6128597110509871
Feature_382,0.8880774706602097,0.9881670534610748,10,99,0.6128464823961257
Feature_680,0.8741519916057587,0.9598977625370025,11,103,0.6124911949634552
Feature_177,0.9117115259170531,0.9794608116149902,8,13,0.6110269155502319
Feature_445,0.871515349149704,0.948980039358139,11,14,0.6109092094898223
Feature_216,0.8978399235010148,0.9596206247806549,9,12,0.6107039541006088
Feature_175,0.9110919666290285,0.9861760079860687,8,13,0.6106551799774171
Feature_529,0.8823111087083817,0.9935627758502961,10,42,0.609386665225029
Feature_288,0.8817754983901978,0.9373626053333283,10,12,0.6090652990341185
Feature_379,0.8815546828508378,0.9935627758502961,10,42,0.6089328097105027
Feature_178,0.9071758276224136,0.9861760079860687,8,13,0.608305496573448
Feature_179,0.9062476843595505,0.9854525864124298,8,13,0.6077486106157304
Feature_380,0.8790983575582503,0.9613803148269653,10,122,0.6074590145349501
Feature_187,0.8915235614776613,0.9663639068603516,9,15,0.6069141368865967
Feature_174,0.9046844613552093,0.9794608116149902,8,13,0.6068106768131256
Feature_150,0.8911080700159074,0.9731571257114411,9,11,0.6066648420095444
Feature_732,0.8639219307899475,0.9363411664962769,11,122,0.6063531584739684
Feature_193,0.9039069455862047,0.9760080277919769,8,12,0.6063441673517227
Feature_570,0.8637067627906798,0.9174703419208526,11,100,0.6062240576744078
Feature_139,0.8901332372426987,0.9662908911705017,9,13,0.6060799423456191
Feature_313,0.8763541316986083,0.9953731238842011,10,115,0.605812479019165
Feature_263,0.8893416756391526,0.9597720384597779,9,17,0.6056050053834915
Feature_566,0.8757606226205826,0.9953731238842011,10,114,0.6054563735723495
Feature_624,0.875327924489975,0.9583982825279236,10,125,0.6051967546939849
Feature_134,0.8751300555467607,0.9404851377010346,10,13,0.6050780333280563
Feature_1001,0.861127028465271,0.8941620647907257,11,12,0.6046762170791625
Feature_156,0.8875753259658813,0.9546070456504822,9,10,0.6045451955795287
Feature_173,0.8995964038372039,0.9834494054317474,8,13,0.6037578423023222
Feature_409,0.8592668640613557,0.8963777899742127,11,12,0.6035601184368133
Feature_524,0.8855974066257477,0.9938137590885162,9,49,0.6033584439754486
Feature_422,0.8581151616573333,0.9159143626689911,11,13,0.6028690969943999
Feature_381,0.8847270470857621,0.9938137590885162,9,50,0.6028362282514572
Feature_191,0.8969881522655486,0.9862180769443512,8,12,0.6021928913593291
Feature_138,0.8836283230781555,0.9617024838924408,9,13,0.6021769938468933
Feature_729,0.8559833300113677,0.901482343673706,11,107,0.6015899980068206
Feature_597,0.8690836066007614,0.9490107119083404,10,106,0.6014501639604568
Feature_605,0.8690251040458679,0.9462781310081482,10,115,0.6014150624275207
Feature_145,0.8947799867391586,0.9698020875453949,8,16,0.6008679920434952
Feature_154,0.8943293911218643,0.9840364396572113,8,11,0.6005976346731186
Feature_446,0.8806642997264863,0.9716002941131592,9,15,0.6003985798358917
Feature_155,0.8939819252490997,0.9852928280830383,8,11,0.6003891551494598
Feature_426,0.8801759523153304,0.9546070456504822,9,10,0.6001055713891982
Feature_590,0.8531712639331817,0.9308962345123291,11,122,0.5999027583599089
Feature_589,0.8528051680326462,0.9158627808094024,11,124,0.5996831008195876
Feature_143,0.8927545195817949,0.9786291897296906,8,16,0.5996527117490769
Feature_528,0.8649769675731658,0.9934111475944519,10,26,0.5989861805438994
Feature_190,0.8911055278778075,0.9760080277919769,8,12,0.5986633167266844
Feature_377,0.8642999017238617,0.9934111475944519,10,26,0.5985799410343171
Feature_362,0.8634940016269684,0.9378742575645447,10,37,0.5980964009761811
Feature_505,0.8633283549547194,0.9540485441684723,10,17,0.5979970129728316
Feature_194,0.8899495643377303,0.9851848244667053,8,12,0.5979697386026381
Feature_207,0.8760556262731551,0.9410231053829193,9,94,0.597633375763893
Feature_1060,0.8756251782178879,0.961688655614853,9,24,0.5973751069307327
Feature_235,0.8480534046888352,0.9247142016887665,11,22,0.596832042813301
Feature_152,0.873706025481224,0.9452204883098603,9,10,0.5962236152887344
Feature_763,0.8600796389579773,0.8946888446807861,10,109,0.5960477833747864
Feature_449,0.873172944188118,0.9490296602249145,9,12,0.5959037665128707
Feature_742,0.8598354697227478,0.9362230956554413,10,130,0.5959012818336487
Feature_196,0.8730452984571457,0.9490296602249145,9,12,0.5958271790742874
Feature_195,0.8858516341447832,0.9912906467914582,8,12,0.5955109804868699
Feature_149,0.8848869144916535,0.9852928280830383,8,11,0.5949321486949921
Feature_133,0.8712542402744294,0.9658392012119293,9,13,0.5947525441646576
Feature_180,0.8844872486591339,0.9417389810085297,8,13,0.5946923491954803
Feature_146,0.8843840634822847,0.978050708770752,8,16,0.5946304380893708
Feature_147,0.8836677783727647,0.9786291897296906,8,16,0.5942006670236588
Feature_774,0.8683125138282776,0.9494175016880035,9,136,0.5929875082969664
Feature_467,0.867286647222936,0.9247142016887665,9,22,0.5923719883337616
Feature_365,0.8403340753912925,0.9108847498893737,11,34,0.5922004452347754
Feature_176,0.8801776176691055,0.9432038724422455,8,13,0.5921065706014632
Feature_378,0.8664101260900499,0.971784234046936,9,114,0.5918460756540298
Feature_770,0.8656871896982195,0.9405088007450104,9,119,0.5914123138189316
Feature_421,0.8653806984424591,0.9656033515930176,9,13,0.5912284190654754
Feature_768,0.8651859313249588,0.9403647601604461,9,103,0.5911115587949752
Feature_27,0.8517303955554963,0.9290465593338013,10,122,0.5910382373332979
Feature_262,0.8516314801573752,0.9284485876560211,10,17,0.5909788880944251
Feature_189,0.8775324624776841,0.9912906467914582,8,12,0.5905194774866105
Feature_999,0.8637041169404984,0.9112354815006256,9,48,0.590222470164299
Feature_142,0.8767795437574387,0.9698020875453949,8,16,0.5900677262544631
Feature_181,0.8763076055049897,0.9716002941131592,8,15,0.5897845633029937
Feature_620,0.8621577548980713,0.9489479243755341,9,119,0.5892946529388428
Feature_719,0.8619315803050995,0.9174489498138427,9,130,0.5891589481830597
Feature_450,0.8615315294265746,0.9184361338615418,9,19,0.5889189176559447
Feature_315,0.8470379561185837,0.9955187559127807,10,126,0.5882227736711503
Feature_441,0.8603410828113557,0.9182768106460572,9,34,0.5882046496868133
Feature_192,0.873669108748436,0.9457480609416962,8,12,0.5882014652490615
Feature_527,0.8602529799938201,0.9935840606689453,9,53,0.588151787996292
Feature_541,0.8465680980682372,0.9955187559127807,10,126,0.5879408588409423
Feature_383,0.8594186711311339,0.9935840606689453,9,53,0.5876512026786803
Feature_148,0.8590199893712998,0.9451108992099762,9,17,0.5874119936227797
Feature_841,0.8454197901487351,0.8763899147510529,10,12,0.5872518740892412
Feature_141,0.8718774843215943,0.9739704847335815,8,16,0.5871264905929565
Feature_593,0.8583169656991959,0.9495731294155121,9,101,0.5869901794195175
Feature_424,0.8581326580047607,0.9451108992099762,9,17,0.5868795948028563
Feature_267,0.870537664294243,0.9597720384597779,8,17,0.5863225985765457
Feature_211,0.8699423241615296,0.9410231053829193,8,100,0.5859653944969176
Feature_255,0.8564755696058273,0.9190382242202759,9,14,0.5858853417634963
Feature_455,0.8561137431859971,0.9416302800178528,9,112,0.5856682459115982
Feature_822,0.8551397037506103,1.0004765033721923,9,44,0.5850838222503661
Feature_840,0.8551396209001542,1.0004765033721923,9,44,0.5850837725400925
Feature_366,0.8283731687068938,0.9108847498893737,11,34,0.5850239012241363
Feature_723,0.8537476432323455,0.9053285300731659,9,145,0.5842485859394072
Feature_788,0.8535600632429123,0.9494175016880035,9,123,0.5841360379457473
Feature_188,0.8530090260505675,0.948980039358139,9,14,0.5838054156303404
Feature_567,0.8522644954919816,0.9950341522693634,9,94,0.5833586972951889
Feature_112,0.8518791353702545,0.8986412644386291,9,18,0.5831274812221526
Feature_568,0.8518222630023956,0.9948298156261444,9,96,0.5830933578014373
Feature_268,0.8517766976356507,0.9540485441684723,9,17,0.5830660185813903
Feature_10,0.851374089717865,0.9160427451133728,9,96,0.5828244538307189
Feature_300,0.8512777990102768,0.9948298156261444,9,96,0.582766679406166
Feature_25,0.8368506032228471,0.8946616470813751,10,139,0.5821103619337082
Feature_619,0.8631380647420883,0.966975349187851,8,121,0.581882838845253
Feature_465,0.8491169247031213,0.9818044602870941,9,22,0.5814701548218727
Feature_259,0.8614111077785491,0.9602088809013367,8,14,0.5808466646671295
Feature_675,0.8597200351953507,0.9698769211769104,8,101,0.5798320211172103
Feature_497,0.859562254548073,0.9602088809013367,8,13,0.5797373527288439
Feature_621,0.8591339635849,0.966975349187851,8,120,0.5794803781509399
Feature_266,0.8588173204660414,0.9493873059749603,8,17,0.5792903922796249
Feature_677,0.8582432442903519,0.9698769211769104,8,106,0.5789459465742111
Feature_727,0.8441955345869063,0.9489594638347626,9,100,0.5785173207521437
Feature_761,0.8433028000593185,0.8775756597518921,9,115,0.577981680035591
Feature_726,0.8564329087734223,0.9409871816635131,8,93,0.5778597452640533
Feature_766,0.8546949332952499,0.9436683177947998,8,111,0.57681695997715
Feature_35,0.8411486023664473,0.9308962345123291,9,120,0.5766891614198683
Feature_184,0.8540380477905274,0.9007902324199677,8,14,0.5764228286743165
Feature_299,0.8518991714715958,0.9950341522693634,8,94,0.5751395028829573
Feature_144,0.8517136615514754,0.9208458364009857,8,16,0.5750281969308852
Feature_988,0.8379041540622711,0.8850128948688507,9,12,0.5747424924373626
Feature_428,0.8502948343753814,0.9416033804416657,8,11,0.5741769006252289
Feature_368,0.8362957340478896,0.9509838163852692,9,31,0.5737774404287337
Feature_12,0.8474597853422166,0.9226738154888153,8,118,0.57247587120533
Feature_730,0.8437828585505486,0.9200136959552765,8,103,0.5702697151303291
Feature_676,0.855708755850792,0.9494660079479218,7,95,0.5694252535104752
Feature_225,0.8422770628333092,0.9667792081832886,8,9,0.5693662376999855
Feature_603,0.8411612063646317,0.947128564119339,8,70,0.568696723818779
Feature_452,0.8403246432542802,0.9141320765018464,8,88,0.5681947859525682
Feature_720,0.8526140081882476,0.9309810042381287,7,111,0.5675684049129486
Feature_747,0.8121079808473588,0.8239088833332062,10,87,0.5672647885084152
Feature_205,0.8509322082996368,0.9821110665798187,7,110,0.5665593249797821
Feature_457,0.8368896269798279,0.9238414585590362,8,12,0.5661337761878968
Feature_745,0.8367400056123733,0.9416239619255066,8,69,0.5660440033674239
Feature_34,0.8367255526781081,0.9158627808094024,8,129,0.5660353316068649
Feature_298,0.8487560105323793,0.9955125331878663,7,82,0.5652536063194276
Feature_565,0.8483202582597732,0.9955125331878663,7,82,0.564992154955864
Feature_314,0.834572461247444,0.9951621711254119,8,113,0.5647434767484665
Feature_506,0.8472309565544128,0.9570447981357575,7,17,0.5643385739326477
Feature_888,0.832875947356224,1.0004764795303345,8,36,0.5637255684137343
Feature_941,0.832875838279724,1.0004764795303345,8,36,0.5637255029678343
Feature_459,0.8194250301271678,0.9591473817825318,9,9,0.5636550180763007
Feature_369,0.8320546381920575,0.9509838163852692,8,31,0.5632327829152345
Feature_223,0.8320069234445692,0.9808184325695037,8,9,0.5632041540667414
Feature_986,0.8185282790660858,0.8294421792030334,9,32,0.5631169674396515
Feature_229,0.8417634311318398,0.9818044602870941,7,22,0.561058058679104
Feature_784,0.8538550066947936,0.9436683177947998,6,111,0.5603130040168762
Feature_222,0.8268303293734789,0.9667792081832886,8,9,0.5600981976240873
Feature_228,0.8127284647524358,0.9591473817825318,9,9,0.5596370788514614
Feature_210,0.8389243865013123,0.9385109424591065,7,77,0.5593546319007874
Feature_461,0.8388327641785143,0.9370852828025817,7,22,0.5592996585071086
Feature_226,0.8253664853796364,0.9807225346565247,8,9,0.5592198912277818
Feature_163,0.8381057018041611,0.9550331234931946,7,13,0.5588634210824966
Feature_564,0.8510783487558365,0.9958897531032562,6,70,0.558647009253502
Feature_297,0.8507957124710084,0.9958897531032562,6,70,0.5584774274826051
Feature_678,0.8227570050954819,0.8841956853866577,8,67,0.5576542030572891
Feature_23,0.8355921322107316,0.8872294783592224,7,124,0.557355279326439
Feature_1058,0.82204259455204,0.8420549094676971,8,12,0.557225556731224
Feature_587,0.8352632772922515,0.9047094523906708,7,116,0.5571579663753509
Feature_471,0.8351285371184348,0.9370852828025817,7,22,0.5570771222710609
Feature_762,0.8348903530836106,0.8824622929096222,7,89,0.5569342118501663
Feature_1120,0.8482124322652815,0.9821110665798187,6,110,0.556927459359169
Feature_569,0.833667379617691,0.9951621711254119,7,113,0.5562004277706146
Feature_227,0.8200568223744631,0.9808184325695037,8,9,0.5560340934246779
Feature_136,0.8324789226055145,0.8802889227867127,7,13,0.5554873535633087
Feature_974,0.8457031971216203,1.0000471115112304,6,35,0.5554219182729723
