,mean_card_per_moon,median_card_per_moon,cv_card_across_moons,frac_integer,frac_0_or_1,top1_value_freq,entropy_nats,s_lowcard,s_stable,s_integer,s_peaky,s_lowent,industry_score
Feature_11,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_12,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_13,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_14,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_15,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_16,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_17,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_18,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_19,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_20,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_21,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_22,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_23,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_24,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_25,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_26,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_27,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_28,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_29,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_30,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_31,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_32,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_33,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_34,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_35,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_36,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_37,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_38,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_39,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_40,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_41,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_42,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_43,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_44,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_45,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_46,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_47,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_48,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_49,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_50,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_51,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_52,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_53,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_54,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_55,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_56,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_57,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_58,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_59,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_60,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_61,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_62,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_63,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_64,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_65,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_66,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_67,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_68,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_69,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_70,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_71,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_72,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_73,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_74,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_75,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_76,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_77,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_78,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_79,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_80,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_81,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_82,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_83,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_84,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_85,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_86,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_87,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_88,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_89,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_90,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_91,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_92,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_93,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_94,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_95,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_96,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_97,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_98,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_99,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_100,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_101,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_102,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_103,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_104,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_105,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_106,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_107,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_108,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_109,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_110,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_111,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_112,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_113,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_114,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_115,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_116,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_117,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_118,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_119,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_120,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_121,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_122,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_123,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_124,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_125,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_126,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_127,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_128,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_129,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_130,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_131,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_132,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_133,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_134,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_135,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_136,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_137,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_138,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_139,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
Feature_140,7.0,7.0,0.0,0.06540823720880505,1.0,0.26984164696658314,1.7367948720530486,0.9747474747474747,1.0,0.06540823720880505,0.26984164696658314,0.7105341879911586,3.1526381902921794
